"2010/7/5","9230","9280","9200","9260","39554"
"2010/7/6","9140","9360","9080","9350","79368"
"2010/7/7","9300","9330","9210","9290","68974"
"2010/7/8","9520","9550","9490","9540","59964"
"2010/7/9","9550","9610","9510","9580","60777"
"2010/7/12","9540","9640","9530","9550","51402"
"2010/7/13","9600","9630","9490","9530","54643"
"2010/7/14","9750","9810","9740","9790","53786"
"2010/7/15","9710","9730","9660","9670","50814"
"2010/7/16","9610","9640","9380","9400","81190"
"2010/7/20","9250","9380","9240","9300","61374"
"2010/7/21","9390","9400","9220","9280","59745"
"2010/7/22","9220","9260","9170","9200","60473"
"2010/7/23","9420","9480","9360","9440","55184"
"2010/7/26","9530","9560","9480","9490","41442"
"2010/7/27","9500","9540","9480","9500","42383"
"2010/7/28","9630","9760","9620","9730","60101"
"2010/7/29","9650","9740","9640","9690","34105"
"2010/7/30","9650","9660","9500","9530","58901"
"2010/8/2","9580","9680","9540","9560","67793"
"2010/8/3","9730","9750","9620","9680","58115"
"2010/8/4","9600","9610","9470","9490","74020"
"2010/8/5","9670","9690","9570","9620","60035"
"2010/8/6","9560","9660","9530","9650","46299"
"2010/8/9","9510","9570","9500","9560","42271"
"2010/8/10","9620","9670","9500","9540","67049"
"2010/8/11","9430","9450","9270","9280","79483"
"2010/8/12","9120","9210","9050","9190","85514"
"2010/8/13","9200","9280","9150","9270","56062"
"2010/8/16","9130","9210","9080","9180","54212"
"2010/8/17","9080","9190","9070","9170","52021"
"2010/8/18","9250","9280","9140","9240","69844"
"2010/8/19","9230","9380","9230","9360","70034"
"2010/8/20","9210","9290","9150","9160","64069"
"2010/8/23","9130","9170","9080","9100","41139"
"2010/8/24","9020","9070","8960","8970","62156"
"2010/8/25","8900","8950","8790","8830","84533"
"2010/8/26","8890","8910","8820","8890","53851"
"2010/8/27","8810","9020","8800","8970","83219"
"2010/8/30","9170","9290","9110","9130","75330"
"2010/8/31","8990","9010","8790","8800","79807"
"2010/9/1","8820","8940","8790","8930","60455"
"2010/9/2","9080","9090","8950","9040","62919"
"2010/9/3","9100","9150","9040","9100","54666"
"2010/9/6","9200","9310","9170","9290","64831"
"2010/9/7","9220","9320","9200","9220","51432"
"2010/9/8","9090","9110","8990","9010","56386"
"2010/9/9","9130","9140","9060","9090","33614"
"2010/9/10","9090","9240","9080","9180","68133"
"2010/9/13","9300","9350","9250","9260","55057"
"2010/9/14","9260","9280","9200","9250","55124"
"2010/9/15","9190","9540","9140","9470","148943"
"2010/9/16","9560","9580","9420","9430","77778"
"2010/9/17","9550","9600","9500","9570","50298"
"2010/9/21","9630","9650","9520","9530","49395"
"2010/9/22","9500","9580","9490","9520","49305"
"2010/9/24","9370","9560","9360","9400","84995"
"2010/9/27","9500","9570","9480","9540","49163"
"2010/9/28","9520","9560","9470","9490","41436"
"2010/9/29","9540","9610","9500","9560","63481"
"2010/9/30","9560","9570","9360","9360","75801"
